1,7.05
2,4.06
3,3.95
4,5.81
5,6.22
6,4.11
7,3.75
8,2.3
9,2.47
10,1.61
11,0.0
12,3.16
13,1.66
14,0.55
15,2.15
16,7.59
17,6.24
18,3.36
19,3.93
20,2.41
21,6.97
22,2.98
23,5.17
24,3.07
25,2.22
26,0.52
27,3.1
28,1.79
29,3.08
30,2.18
